Товар,Единица_измерения,Количество_в_упаковке,Группа_товаров,Количество,Цена,Предоплата,Продавец,Город,Банк,Сумма
Гречка,Мешок,50,Крупы,86,0.0,0.0,Норд,Иркутск,Универсал,0.0
Гречка,Мешок,50,Крупы,155,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Гречка,Мешок,50,Крупы,37,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Гречка,Мешок,50,Крупы,6,0.0,1.0,Плюс,Ангарск,Надежный,0.0
Гречка,Мешок,50,Крупы,21,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Гречка,Мешок,50,Крупы,43,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Гречка,Мешок,50,Крупы,14,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Гречка,Мешок,50,Крупы,185,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Гречка,Мешок,50,Крупы,61,380.0,0.0,СибАтом,Ангарск,Надежный,23180.0
Гречка,Мешок,50,Крупы,23,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Гречка,Мешок,50,Крупы,48,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Гречка,Мешок,50,Крупы,37,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Гречка,Мешок,50,Крупы,16,0.0,0.0,Тор,Иркутск,Универсал,0.0
Гречка,Мешок,50,Крупы,9,0.0,0.0,Тор,Иркутск,Универсал,0.0
Гречка,Мешок,50,Крупы,212,0.0,1.0,Тор,Иркутск,Универсал,0.0
Гречка,Мешок,50,Крупы,28,0.0,0.0,Тор,Иркутск,Универсал,0.0
Гречка,Мешок,50,Крупы,50,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Гречка,Мешок,50,Крупы,10,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Гречка,Мешок,50,Крупы,86,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Гречка,Мешок,50,Крупы,33,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Гречка,Мешок,50,Крупы,43,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,60,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,13,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,70,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,16,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,17,0.0,1.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,7,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,27,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,22,0.0,1.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,16,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,22,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,20,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,54,0.0,1.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,22,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,10,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,31,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,5,0.0,1.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,18,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,59,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,32,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,13,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,22,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,21,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,25,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,17,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,29,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,63,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,24,0.0,1.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,28,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,23,0.0,0.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,23,0.0,0.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,34,0.0,1.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,197,0.0,0.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,19,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,20,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,6,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,22,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,18,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,34,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,9,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,23,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,40,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,6,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,67,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,16,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,10,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,14,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,269,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,5,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,19,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,114,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,25,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,18,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,10,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,18,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Ананасные""",Коробка,"0,3",Кондитерские изделия,18,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,17,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,20,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,9,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,41,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,11,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,30,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,16,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,14,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,16,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,16,0.0,1.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,98,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,19,0.0,1.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,33,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,37,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,86,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,37,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,51,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,15,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,63,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,11,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,43,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,15,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,23,0.0,1.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,64,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,11,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,7,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,7,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,17,0.0,0.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,65,0.0,1.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,26,0.0,0.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,81,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,47,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,9,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,62,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,20,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,7,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,9,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,21,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,64,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,130,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,101,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,20,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,23,0.0,1.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,37,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,9,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,223,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,37,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,7,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,23,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,61,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,300,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,39,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,11,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,91,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,14,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,9,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Асорти""",Коробка,"0,4",Кондитерские изделия,116,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,10,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,24,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,268,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,37,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,24,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,66,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,15,0.0,1.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,110,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,33,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,8,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,15,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,18,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,20,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,41,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,75,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,8,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,6,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,138,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,17,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,36,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,19,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,146,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,30,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,246,19.0,0.0,Норд,Иркутск,Универсал,4674.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,30,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,5,0.0,0.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,17,22.0,1.0,Плюс,Ангарск,Надежный,374.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,34,0.0,0.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,7,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,18,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,72,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,22,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,138,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,161,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,21,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,9,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,47,0.0,1.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,60,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,133,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,146,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,15,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,54,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,201,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,119,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,13,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,10,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,62,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,18,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,5,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Весна""",Коробка,"0,5",Кондитерские изделия,100,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,14,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,10,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,24,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,15,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,8,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,128,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,20,0.0,0.0,Вест,Шелехов,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,64,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,6,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,170,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,19,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,140,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,37,0.0,1.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,23,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,76,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,15,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,21,0.0,0.0,Геракл,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,18,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
